,Date,Close,position
147,2021-06-17,131.7899932861328,0
148,2021-06-18,130.4600067138672,0
149,2021-06-21,132.3000030517578,0
150,2021-06-22,133.97999572753906,0
151,2021-06-23,133.6999969482422,1
152,2021-06-24,133.41000366210938,1
153,2021-06-25,133.11000061035156,1
154,2021-06-28,134.77999877929688,0
155,2021-06-29,136.3300018310547,0
156,2021-06-30,136.9600067138672,0
157,2021-07-01,137.27000427246094,0
158,2021-07-02,139.9600067138672,1
159,2021-07-06,142.02000427246094,0
160,2021-07-07,144.57000732421875,0
161,2021-07-08,143.24000549316406,0
162,2021-07-09,145.11000061035156,0
163,2021-07-12,144.5,0
164,2021-07-13,145.63999938964844,0
165,2021-07-14,149.14999389648438,0
166,2021-07-15,148.47999572753906,0
167,2021-07-16,146.38999938964844,0
168,2021-07-19,142.4499969482422,0
169,2021-07-20,146.14999389648438,0
170,2021-07-21,145.39999389648438,0
171,2021-07-22,146.8000030517578,0
172,2021-07-23,148.55999755859375,0
173,2021-07-26,148.99000549316406,0
174,2021-07-27,146.77000427246094,0
175,2021-07-28,144.97999572753906,0
176,2021-07-29,145.63999938964844,0
177,2021-07-30,145.86000061035156,0
178,2021-08-02,145.52000427246094,0
179,2021-08-03,147.36000061035156,0
180,2021-08-04,146.9499969482422,0
181,2021-08-05,147.05999755859375,0
182,2021-08-06,146.13999938964844,0
183,2021-08-09,146.08999633789062,0
184,2021-08-10,145.60000610351562,0
185,2021-08-11,145.86000061035156,0
186,2021-08-12,148.88999938964844,0
187,2021-08-13,149.10000610351562,0
188,2021-08-16,151.1199951171875,0
189,2021-08-17,150.19000244140625,0
190,2021-08-18,146.36000061035156,0
191,2021-08-19,146.6999969482422,0
192,2021-08-20,148.19000244140625,0
193,2021-08-23,149.7100067138672,0
194,2021-08-24,149.6199951171875,0
195,2021-08-25,148.36000061035156,0
196,2021-08-26,147.5399932861328,0
197,2021-08-27,148.60000610351562,0
198,2021-08-30,153.1199951171875,0
199,2021-08-31,151.8300018310547,0
200,2021-09-01,152.50999450683594,0
201,2021-09-02,153.64999389648438,0
202,2021-09-03,154.3000030517578,0
203,2021-09-07,156.69000244140625,0
204,2021-09-08,155.11000061035156,0
205,2021-09-09,154.07000732421875,0
206,2021-09-10,148.97000122070312,0
207,2021-09-13,149.5500030517578,0
208,2021-09-14,148.1199951171875,0
209,2021-09-15,149.02999877929688,0
210,2021-09-16,148.7899932861328,0
211,2021-09-17,146.05999755859375,0
212,2021-09-20,142.94000244140625,0
213,2021-09-21,143.42999267578125,0
214,2021-09-22,145.85000610351562,0
215,2021-09-23,146.8300018310547,0
216,2021-09-24,146.9199981689453,0
217,2021-09-27,145.3699951171875,0
218,2021-09-28,141.91000366210938,0
219,2021-09-29,142.8300018310547,0
220,2021-09-30,141.5,0
221,2021-10-01,142.64999389648438,0
222,2021-10-04,139.13999938964844,0
223,2021-10-05,141.11000061035156,0
224,2021-10-06,142.0,0
225,2021-10-07,143.2899932861328,0
226,2021-10-08,142.89999389648438,0
227,2021-10-11,142.80999755859375,0
228,2021-10-12,141.50999450683594,0
229,2021-10-13,140.91000366210938,0
230,2021-10-14,143.75999450683594,0
231,2021-10-15,144.83999633789062,0
232,2021-10-18,146.5500030517578,0
233,2021-10-19,148.75999450683594,0
234,2021-10-20,149.25999450683594,0
235,2021-10-21,149.47999572753906,0
236,2021-10-22,148.69000244140625,0
237,2021-10-25,148.63999938964844,0
238,2021-10-26,149.32000732421875,0
239,2021-10-27,148.85000610351562,0
240,2021-10-28,152.57000732421875,0
241,2021-10-29,149.8000030517578,0
242,2021-11-01,148.9600067138672,0
243,2021-11-02,150.02000427246094,0
244,2021-11-03,151.49000549316406,0
245,2021-11-04,150.9600067138672,0
246,2021-11-05,151.27999877929688,0
247,2021-11-08,150.44000244140625,0
248,2021-11-09,150.80999755859375,0
249,2021-11-10,147.9199981689453,0
250,2021-11-11,147.8699951171875,0
251,2021-11-12,149.99000549316406,0
